Dataset,Owner,Create Date,Last Modified Date,KB,MB,GB
JIVAENGSCORECARD_201601,e8yf,2016-02-24,2016-02-24,104,0.1,0
JIVAENGSCORECARD_201602,f3vc,2016-04-04,2016-04-04,128,0.13,0
JIVAENGSCORECARD_201603,f3s3,2016-07-14,2016-07-14,296,0.29,0
JIVAENGSCORECARD_201604,f3s3,2016-07-14,2016-07-14,376,0.37,0
JIVA_ALL,d1p3,2015-07-10,2015-07-10,4616,4.51,0.004
JIVA_ALL_MA_GPS,d1p3,2016-03-24,2016-03-24,24,0.02,0
JIVA_AUTHS_OP_KJ,ha05,2015-07-24,2015-07-24,840,0.82,0.001
JIVA_CM_DM_PS,f0de,2015-05-28,2015-05-28,177480,173.32,0.169
JIVA_CURRENG_201509,e8yf,2015-10-21,2015-10-21,7816,7.63,0.007
JIVA_ENG_STATE_DEC2015,d1p3,2016-01-20,2016-01-20,392,0.38,0
JIVA_ENG_STATE_MAR2015,d1p3,2015-04-21,2015-04-21,904,0.88,0.001
JIVA_ID,d1p3,2016-01-20,2016-01-20,648,0.63,0.001
JIVA_KIM_MEMBERID,ha05,2015-07-14,2015-07-14,4057160,3962.07,3.869
JIVA_STRAT,d1p3,2016-03-24,2016-03-24,216008,210.95,0.206
JIVA_STRAT2,d1p3,2016-01-20,2016-01-20,15752,15.38,0.015
JIVA_STRAT_201501,d1p3,2015-05-05,2015-05-05,387976,378.88,0.37
JIVA_STRAT_201503,d1p3,2015-04-11,2015-04-11,129416,126.38,0.123
JIVA_STRAT_201504,d1p3,2015-05-05,2015-05-05,174792,170.7,0.167
JIVA_STRAT_201505,d1p3,2015-06-15,2015-06-15,211272,206.32,0.201
JIVA_STRAT_201506,e8yf,2015-07-11,2015-07-11,252040,246.13,0.24
JIVA_STRAT_201507,e8yf,2015-08-11,2015-08-11,286920,280.2,0.274
JIVA_STRAT_201509,e8yf,2015-10-16,2015-10-16,349832,341.63,0.334
JIVA_STRAT_201510,e8yf,2015-11-19,2015-11-19,386760,377.7,0.369
JIVA_STRAT_201511,e8yf,2015-12-21,2015-12-21,422536,412.63,0.403
JIVA_STRAT_201512,e8yf,2016-02-02,2016-02-02,453192,442.57,0.432
JIVA_STRAT_201601,e8yf,2016-02-24,2016-02-24,33928,33.13,0.032
JIVA_STRAT_201602,f3vc,2016-04-04,2016-04-04,44232,43.2,0.042
JIVA_STRAT_201603,f3s3,2016-07-14,2016-07-14,118088,115.32,0.113
JIVA_STRAT_201604,f3s3,2016-07-14,2016-07-14,159304,155.57,0.152
JIVA_STRAT_KIM_201505,ha05,2015-07-13,2015-07-13,72,0.07,0
JIVA_STRAT_KIM_201506,ha05,2015-07-15,2015-07-15,72,0.07,0
JIVA_STRAT_KIM_ASSESSMENTS,ha05,2015-07-15,2015-07-15,1200,1.17,0.001
JIVA_STRAT_RTM_201506,d1p3,2015-09-18,2015-09-18,244488,238.76,0.233
JIVA_UNMANAGED,d1p3,2014-10-02,2014-10-02,3992,3.9,0.004
JIVA_UNMANAGED_201410,d1p3,2015-01-23,2015-01-23,6840,6.68,0.007
JIVA_UNMANAGED_201503,d1p3,2015-04-11,2015-04-11,1328,1.3,0.001
JIVA_UNMANAGED_201505,d1p3,2015-06-16,2015-06-16,2000,1.95,0.002
JIVA_UNMANAGED_201506,e8yf,2015-07-28,2015-07-28,2384,2.33,0.002
JIVA_UNMANAGED_201507,e8yf,2015-08-12,2015-08-12,2624,2.56,0.003
JIVA_UNMANAGED_201509,e8yf,2015-10-17,2015-10-17,3248,3.17,0.003
JIVA_UNMANAGED_201510,e8yf,2015-11-19,2015-11-19,3536,3.45,0.003
JIVA_UNMANAGED_201511,e8yf,2015-12-21,2015-12-21,3704,3.62,0.004
JIVA_UNMANAGED_201512,e8yf,2016-02-02,2016-02-02,4064,3.97,0.004
JIVA_UNMANAGED_201601,e8yf,2016-02-24,2016-02-24,368,0.36,0
JIVA_UNMANAGED_201602,f3vc,2016-04-04,2016-04-04,488,0.48,0
JIVA_UNMANAGED_201603,f3s3,2016-07-14,2016-07-14,1352,1.32,0.001
JIVA_UNMANAGED_201604,f3s3,2016-07-14,2016-07-14,1688,1.65,0.002
JX_ALL_ONCO_CASE,f0i6,2013-07-22,2013-07-22,440,0.43,0
JX_ALL_ONCO_MBRS,f0i6,2013-07-22,2013-07-22,224,0.22,0
JX_BRE_FINAL_MATCH,f0i6,2013-06-21,2013-06-21,16,0.02,0
JX_BRE_ONCO_CASE,f0i6,2013-06-20,2013-06-20,440,0.43,0
JX_BRE_ONCO_COST_ROI,f0i6,2013-06-21,2013-06-21,16,0.02,0
JX_BRE_ONCO_COST_ROI_SUM,f0i6,2013-06-21,2013-06-21,16,0.02,0
JX_BRE_ONCO_INSTDTL_CLM_PRE,f0i6,2013-06-21,2013-06-21,1928,1.88,0.002
JX_BRE_ONCO_INSTDTL_CLM_PST,f0i6,2013-06-21,2013-06-21,1864,1.82,0.002
JX_BRE_ONCO_INSTSUM_CLM_PRE,f0i6,2013-06-21,2013-06-21,232,0.23,0
JX_BRE_ONCO_INSTSUM_CLM_PST,f0i6,2013-06-21,2013-06-21,344,0.34,0
JX_BRE_ONCO_MATCHES,f0i6,2013-06-21,2013-06-21,136,0.13,0
JX_BRE_ONCO_MBRS,f0i6,2013-06-20,2013-06-20,56,0.05,0
JX_BRE_ONCO_PREPOST_COSTS,f0i6,2013-06-21,2013-06-21,136,0.13,0
JX_BRE_ONCO_PREPOST_UTIL,f0i6,2013-06-21,2013-06-21,56,0.05,0
JX_BRE_ONCO_PROF_CLM_PRE,f0i6,2013-06-21,2013-06-21,1368,1.34,0.001
JX_BRE_ONCO_PROF_CLM_PST,f0i6,2013-06-21,2013-06-21,2728,2.66,0.003
JX_BRE_ONCO_RX_CLM_PRE,f0i6,2013-06-21,2013-06-21,56,0.05,0
JX_BRE_ONCO_RX_CLM_PST,f0i6,2013-06-21,2013-06-21,72,0.07,0
JX_BRE_ONCO_SUMCOSTS_PRE,f0i6,2013-06-21,2013-06-21,104,0.1,0
JX_BRE_ONCO_SUMCOSTS_PST,f0i6,2013-06-21,2013-06-21,104,0.1,0
JX_BRE_ONCO_SUM_UTIL,f0i6,2013-06-21,2013-06-21,16,0.02,0
JX_BRE_ONCO_UTIL_1K,f0i6,2013-06-21,2013-06-21,16,0.02,0
JX_BRE_ONCO_UTIL_PREPOST,f0i6,2013-06-21,2013-06-21,16,0.02,0
JX_CORECHRONSFEP,f0i6,2013-07-17,2013-07-17,3816,3.73,0.004
JX_DIABETICFEP,f0i6,2013-07-17,2013-07-17,2184,2.13,0.002
JX_FINAL_ELIG_CASE,f0i6,2013-05-07,2013-05-07,296,0.29,0
JX_FINAL_MATCH,f0i6,2013-07-09,2013-07-09,16,0.02,0
JX_FUH7_DT_FINAL,f0i6,2013-04-01,2013-04-01,104,0.1,0
JX_FUH7_MBR,f0i6,2013-02-22,2013-02-22,9800,9.57,0.009
JX_MBR_PALL,f0i6,2013-05-14,2013-05-14,72,0.07,0
JX_ONCO_CARE_MGT,f0i6,2013-05-14,2013-05-14,48,0.05,0
JX_ONCO_COST_ROI,f0i6,2013-06-11,2013-06-11,16,0.02,0
JX_ONCO_COST_ROI_SUM,f0i6,2013-06-11,2013-06-11,16,0.02,0
JX_ONCO_INSTDTL_CLM_PRE,f0i6,2013-07-09,2013-07-09,13640,13.32,0.013
JX_ONCO_INSTDTL_CLM_PST,f0i6,2013-07-09,2013-07-09,17608,17.2,0.017
JX_ONCO_INSTSUM_CLM_PRE,f0i6,2013-07-09,2013-07-09,1296,1.27,0.001
JX_ONCO_INSTSUM_CLM_PST,f0i6,2013-07-09,2013-07-09,2080,2.03,0.002
JX_ONCO_MATCHES,f0i6,2013-07-09,2013-07-09,392,0.38,0
JX_ONCO_MBR_ENG,f0i6,2013-06-12,2013-06-12,328,0.32,0
JX_ONCO_OTH_FINAL,f0i6,2013-07-02,2013-07-02,328,0.32,0
JX_ONCO_PREPOST_COSTS,f0i6,2013-07-10,2013-07-10,72,0.07,0
JX_ONCO_PREPOST_COSTS_ALL,f0i6,2013-07-10,2013-07-10,568,0.55,0.001
JX_ONCO_PREPOST_UTIL,f0i6,2013-07-03,2013-07-03,128,0.13,0
JX_ONCO_PROF_CLM_PRE,f0i6,2013-07-09,2013-07-09,9768,9.54,0.009
JX_ONCO_PROF_CLM_PST,f0i6,2013-07-09,2013-07-09,15528,15.16,0.015
JX_ONCO_RX_CLM_PRE,f0i6,2013-07-09,2013-07-09,264,0.26,0
JX_ONCO_RX_CLM_PST,f0i6,2013-07-09,2013-07-09,360,0.35,0
JX_ONCO_SUMCOSTS_PRE,f0i6,2013-07-09,2013-07-09,472,0.46,0
JX_ONCO_SUMCOSTS_PST,f0i6,2013-07-09,2013-07-09,472,0.46,0
JX_ONCO_UTIL_PREPOST,f0i6,2013-06-12,2013-06-12,16,0.02,0
JX_SERVICE_CAT,f0i6,2013-06-11,2013-06-11,16,0.02,0
JX_SS_INSTDTL_CLM,f0i6,2013-07-30,2013-07-30,48,0.05,0
JX_SS_INSTDTL_CLM_PRE,f0i6,2013-07-30,2013-07-30,48,0.05,0
JX_SS_PROF_CLM,f0i6,2013-07-30,2013-07-30,10712,10.46,0.01
JX_SS_PROF_CLM_PRE,f0i6,2013-07-30,2013-07-30,52616,51.38,0.05
JX_ZIPCODE,f0i6,2013-06-26,2013-06-26,21128,20.63,0.02
KEEPDAYS_5_IP_DETAIL,f3vc,2016-03-14,2016-03-14,26696,26.07,0.025
KEEPDAYS_6_IP_DETAIL,f3vc,2016-04-04,2016-04-04,50248,49.07,0.048
KEEPDAYS_COMBINED_5,f3vc,2016-04-07,2016-04-07,241416,235.76,0.23
KEEPS_COMBINED_14,hta3,2016-06-24,2016-06-24,422600,412.7,0.403
KIDS_MOMS_PAIRS_2015_KJ,ha05,2015-07-28,2015-07-28,696,0.68,0.001
LAB_2011,d1p3,2012-07-16,2012-07-16,2657328,2595.05,2.534
LAB_2011_WCONSUMERID,d1p3,2012-07-16,2012-07-16,3814968,3725.55,3.638
LAB_2012,d1p3,2016-01-25,2016-01-25,3076768,3004.66,2.934
LAB_2013,d1p3,2016-01-29,2016-01-29,3298376,3221.07,3.146
LAB_2014,d1p3,2016-01-29,2016-01-29,3978024,3884.79,3.794
LAB_2015,d1p3,2016-01-31,2016-01-31,4171664,4073.89,3.978
LAKEVIEW_DIAB_PROPENSITYSCORE,d1p3,2012-04-19,2012-04-19,104,0.1,0
LAKEVIEW_DIA_PROPENSITYSCORE2,d1p3,2012-04-19,2012-04-19,104,0.1,0
LAKEVIEW_TCTRL,d1p3,2012-04-19,2012-04-19,56,0.05,0
LAKEVIEW_TTREAT,d1p3,2012-04-19,2012-04-19,56,0.05,0
LEAD_IND_ENR,e8yf,2016-03-04,2016-03-04,452280,441.68,0.431
LEAD_IND_ENR_ADL,f3vc,2015-08-06,2015-08-06,16,0.02,0
LOWRISK,d1p3,2015-01-28,2015-01-28,256304,250.3,0.244
MAHMO_CLAIMS_JOIN,d1p3,2016-03-11,2016-03-11,3313608,3235.95,3.16
MAHMO_PROV,d1p3,2016-03-11,2016-03-11,341128,333.13,0.325
MASTER_IP_CONCURR_02JUN15,e8yf,2015-06-04,2015-06-04,335784,327.91,0.32
MASTER_IP_CONCURR_08APR15,e8yf,2015-04-10,2015-04-10,317808,310.36,0.303
MASTER_IP_CONCURR_11JUN15,e8yf,2015-06-11,2015-06-11,344240,336.17,0.328
MASTER_IP_CONCURR_11MAY15,e8yf,2015-05-14,2015-05-14,333432,325.62,0.318
MASTER_IP_CONCURR_13APR15,e8yf,2015-04-14,2015-04-14,301736,294.66,0.288
MASTER_IP_CONCURR_19JUN15,e8yf,2015-06-19,2015-06-19,348664,340.49,0.333
MASTER_IP_CONCURR_23APR15,e8yf,2015-04-28,2015-04-28,335672,327.8,0.32
MASTER_IP_LTAC_02JUN15,e8yf,2015-06-05,2015-06-05,299832,292.8,0.286
MASTER_IP_LTAC_05JUN15,e8yf,2015-06-05,2015-06-05,299832,292.8,0.286
MASTER_IP_LTAC_12JUN15,e8yf,2015-06-12,2015-06-12,305208,298.05,0.291
MASTER_IP_LTAC_19JUN15,e8yf,2015-06-19,2015-06-19,308176,300.95,0.294
MASTER_IP_LTAC_21MAY15,e8yf,2015-05-27,2015-05-27,288576,281.81,0.275
MASTER_IP_PRESERV_02JUN15,e8yf,2015-06-03,2015-06-03,312264,304.95,0.298
MASTER_IP_PRESERV_08APR15,e8yf,2015-04-10,2015-04-10,316352,308.94,0.302
MASTER_IP_PRESERV_11JUN15,e8yf,2015-06-11,2015-06-11,318872,311.4,0.304
MASTER_IP_PRESERV_11MAY15,e8yf,2015-05-14,2015-05-14,301344,294.28,0.287
MASTER_IP_PRESERV_13APR15,e8yf,2015-04-14,2015-04-14,299832,292.8,0.286
MASTER_IP_PRESERV_19JUN15,e8yf,2015-06-19,2015-06-19,321168,313.64,0.306
MASTER_IP_PRESERV_23APR15,e8yf,2015-04-28,2015-04-28,305600,298.44,0.291
MASTER_IP_SNF_02JUN15,e8yf,2015-06-05,2015-06-05,301512,294.45,0.288
MASTER_IP_SNF_05JUN15,e8yf,2015-06-05,2015-06-05,301512,294.45,0.288
MASTER_IP_SNF_12JUN15,e8yf,2015-06-12,2015-06-12,307056,299.86,0.293
MASTER_IP_SNF_19JUN15,e8yf,2015-06-19,2015-06-19,310024,302.76,0.296
MASTER_IP_SNF_21MAY15,e8yf,2015-05-27,2015-05-27,289136,282.36,0.276
MASTER_OP_041315,e8yf,2015-04-14,2015-04-14,375712,366.91,0.358
MASTER_OP_042815,e8yf,2015-04-28,2015-04-28,383720,374.73,0.366
MASTER_OP_051415,e8yf,2015-05-15,2015-05-15,384392,375.38,0.367
MASTER_OP_060315,e8yf,2015-06-03,2015-06-03,393576,384.35,0.375
MASTER_OP_061215,e8yf,2015-06-12,2015-06-12,406960,397.42,0.388
MASTER_OP_061915,e8yf,2015-06-19,2015-06-19,411552,401.91,0.392
MATCHABLE2,d1p3,2013-06-21,2013-06-21,1736,1.7,0.002
MA_201601,d1p3,2016-02-11,2016-02-11,17160,16.76,0.016
MA_201605,d1p3,2016-07-05,2016-07-05,17304,16.9,0.017
MA_ADD_MBR_INFO2_201504_NEW,d1p3,2016-07-05,2016-07-05,83392,81.44,0.08
MA_ADD_MBR_INFO2_2015_NEW,d1p3,2016-02-12,2016-02-12,77064,75.26,0.073
MA_ALI_1ROW,d1p3,2014-02-03,2014-02-03,320,0.31,0
MA_CORECOND_2011,d1p3,2012-05-08,2012-05-08,3576,3.49,0.003
MA_CORECOND_2012,d1p3,2012-05-08,2012-05-08,5624,5.49,0.005
MA_CPT_RISK_201504_201603_NEW,d1p3,2016-07-05,2016-07-05,129824,126.78,0.124
MA_CPT_RISK_FACTORS_2015_NEW,d1p3,2016-02-12,2016-02-12,129240,126.21,0.123
MA_DX_RISK_201504_201603_NEW,d1p3,2016-07-05,2016-07-05,1280520,1250.51,1.221
MA_DX_RISK_FACTORS_2015_NEW,d1p3,2016-02-12,2016-02-12,891368,870.48,0.85
MA_DX_RISK_FAC_201504_201603_NEW,d1p3,2016-07-05,2016-07-05,1280520,1250.51,1.221
MA_FALLS_ANAL_201504_201603_NEW,d1p3,2016-07-05,2016-07-05,153224,149.63,0.146
MA_FALLS_ANAL_FILE_2015_NEW,d1p3,2016-02-12,2016-02-12,141576,138.26,0.135
MA_FALLS_FLAGS_201504_201603_NEW,d1p3,2016-07-05,2016-07-05,47080,45.98,0.045
MA_FALLS_MED_1YR_2015_NEW,d1p3,2016-02-12,2016-02-12,1900848,1856.3,1.813
MA_FALLS_MED_201504_201603_NEW,d1p3,2016-07-05,2016-07-05,2526336,2467.13,2.409
MA_FALLS_MEMONEREC_2015_NEW,d1p3,2016-02-12,2016-02-12,46088,45.01,0.044
MA_FALLS_MEM_201504_201603_NEW,d1p3,2016-07-05,2016-07-05,49848,48.68,0.048
MA_FALLS_NRC_1YR_2015_NEW,d1p3,2016-02-12,2016-02-12,5768,5.63,0.006
MA_FALLS_NRC_201504_201603_NEW,d1p3,2016-07-05,2016-07-05,6408,6.26,0.006
MA_FALLS_PHA_1YR_2015_NEW,d1p3,2016-02-12,2016-02-12,21704,21.2,0.021
MA_FALLS_PHA_201504_201603_NEW,d1p3,2016-07-05,2016-07-05,23944,23.38,0.023
MA_FALLS_RISKFLAGS_2015_NEW,d1p3,2016-02-12,2016-02-12,43528,42.51,0.042
MA_FALLS_RX_1YR_2015_NEW,d1p3,2016-02-12,2016-02-12,1260048,1230.52,1.202
MA_FALLS_RX_201504_201603_NEW,d1p3,2016-07-05,2016-07-05,1284008,1253.91,1.225
MA_FALLS_SCORE_201504_201603_NEW,d1p3,2016-07-05,2016-07-05,48840,47.7,0.047
MA_FALLS_SCORE_2015_NEW,d1p3,2016-02-12,2016-02-12,45160,44.1,0.043
MA_FALL_FINAL_201504_201603_NEW,d1p3,2016-07-05,2016-07-05,18360,17.93,0.018
MA_FALL_FINAL_201505_201603_NEW,d1p3,2016-07-05,2016-07-05,152584,149.01,0.146
MA_FALL_FINAL_DATA_NEW,d1p3,2016-02-12,2016-02-12,141000,137.7,0.134
MA_FALL_PRE_201504_201603_NEW,d1p3,2016-07-05,2016-07-05,3385624,3306.27,3.229
MA_FALL_RANK_201601,d1p3,2016-02-14,2016-02-14,19000,18.55,0.018
MA_FALL_RANK_201605,d1p3,2016-07-05,2016-07-05,19176,18.73,0.018
MA_FALL_RISK_FINAL_2015_NEW,d1p3,2016-02-12,2016-02-12,17000,16.6,0.016
MA_FALL_RISK_PRE_2015_NEW,d1p3,2016-02-12,2016-02-12,2811944,2746.04,2.682
MA_INP_AMT_DIAG_2011,d1p3,2012-05-08,2012-05-08,32,0.03,0
MA_INP_AMT_DIAG_2012,d1p3,2012-05-08,2012-05-08,24,0.02,0
MA_INP_AMT_DRG_2011,d1p3,2012-05-08,2012-05-08,24,0.02,0
MA_INP_AMT_DRG_2012,d1p3,2012-05-08,2012-05-08,24,0.02,0
MA_INP_COUNT_DIAG_2011,d1p3,2012-05-08,2012-05-08,32,0.03,0
MA_INP_COUNT_DIAG_2012,d1p3,2012-05-08,2012-05-08,24,0.02,0
MA_INP_COUNT_DRG_2011,d1p3,2012-05-08,2012-05-08,24,0.02,0
MA_INP_COUNT_DRG_2012,d1p3,2012-05-08,2012-05-08,24,0.02,0
MA_MBRS_DCMG,d1p3,2014-04-14,2014-04-14,1032,1.01,0.001
MA_MBRS_DCMG2,d1p3,2014-04-14,2014-04-14,968,0.95,0.001
MA_NRC_RISK_201504_201603_NEW,d1p3,2016-07-05,2016-07-05,384,0.38,0
MA_NRC_RISK_FACTORS_2015_NEW,d1p3,2016-02-12,2016-02-12,352,0.34,0
MA_OP_AMT_DIAG_2011,d1p3,2012-05-08,2012-05-08,32,0.03,0
MA_OP_AMT_DIAG_2012,d1p3,2012-05-08,2012-05-08,32,0.03,0
MA_OP_COUNT_DIAG_2011,d1p3,2012-05-08,2012-05-08,32,0.03,0
MA_OP_COUNT_DIAG_2012,d1p3,2012-05-08,2012-05-08,32,0.03,0
MA_PHA_RISK_201504_201603_NEW,d1p3,2016-07-05,2016-07-05,880,0.86,0.001
MA_PHA_RISK_FACTORS_2015_NEW,d1p3,2016-02-12,2016-02-12,800,0.78,0.001
MA_RX_RISK_201504_201603_NEW,d1p3,2016-07-05,2016-07-05,276560,270.08,0.264
MA_RX_RISK_FACTORS_2015_NEW,d1p3,2016-02-12,2016-02-12,271408,265.05,0.259
MA_STARS_PROG_ENGAGED_MO,d1p3,2012-10-19,2012-10-19,840,0.82,0.001
MA_STAR_CAMPAIGN_MBRS,d1p3,2015-12-22,2015-12-22,552,0.54,0.001
MA_STAR_CAMPAIGN_RX_MEDS,d1p3,2015-12-22,2015-12-22,1928,1.88,0.002
MA_STUDY_MODEL_COMB_201504_NEW,d1p3,2016-07-05,2016-07-05,165576,161.7,0.158
MA_STUDY_MODEL_COMB_MA_NEW,d1p3,2016-02-14,2016-02-14,152968,149.38,0.146
MBR_DRG,d1p3,2013-09-09,2013-09-09,9184,8.97,0.009
MBR_ELIG4,f6n9,2013-08-11,2013-08-11,504,0.49,0
MBR_PROV_PCP_INFO,f6n9,2013-09-12,2013-09-12,23816,23.26,0.023
MBR_PROV_PCP_INFO2,f6n9,2013-08-09,2013-08-09,32776,32.01,0.031
MBR_RISK,d1p3,2014-04-18,2014-04-18,16,0.02,0
MCM_ALL_INP_UTI,d1p3,2015-01-09,2015-01-09,118472,115.7,0.113
MCM_FAC,d1p3,2013-10-15,2013-10-15,118344,115.57,0.113
MCSB_JUNE2012_CNSR,d1p3,2012-06-15,2012-06-15,392,0.38,0
MCSB_JUNE2012_CNSR_N,d1p3,2012-06-15,2012-06-15,584,0.57,0.001
MCSB_JUNE2012_CNSR_SORT,d1p3,2012-06-17,2012-06-17,392,0.38,0
MCSB_JUNE2012_CNSR_SORT_N,d1p3,2012-06-17,2012-06-17,584,0.57,0.001
MEDADV_RANK_V,e2a6,2012-01-06,2012-01-06,360,0.35,0
MEDADV_RANK_VA,e2a6,2012-01-08,2012-01-08,472,0.46,0
MEDADV_V,e2a6,2012-01-06,2012-01-06,320,0.31,0
MEDADV_VA,e2a6,2012-01-08,2012-01-08,408,0.4,0
MEDICARE_2014,f3s3,2015-11-20,2015-11-20,99336,97.01,0.095
MEDICARE_50K_LIZ,d1p3,2015-02-23,2015-02-23,488,0.48,0
MEDICARE_FULL_DEEPDIVE2,d1p3,2015-02-27,2015-02-27,1800,1.76,0.002
MEDICARE_HIGHCOST_201503,d1p3,2015-04-11,2015-04-11,104,0.1,0
MEDICARE_HIGHCOST_201505,d1p3,2015-06-08,2015-06-08,296,0.29,0
MEDICARE_HIGHCOST_201506,e8yf,2015-07-13,2015-07-13,632,0.62,0.001
MEDICARE_HIGHCOST_201509,e8yf,2015-10-19,2015-10-19,1496,1.46,0.001
MEDICARE_HIGHCOST_201510,e8yf,2015-11-19,2015-11-19,1784,1.74,0.002
MEDICARE_HIGHCOST_201511,e8yf,2015-12-21,2015-12-21,2248,2.2,0.002
MEDICARE_HIGHCOST_201512,e8yf,2016-01-31,2016-01-31,40,0.04,0
MEDICARE_HIGHCOST_201601,e8yf,2016-02-25,2016-02-25,64,0.06,0
MEDICARE_HIGHCOST_201602,f3vc,2016-04-04,2016-04-04,64,0.06,0
MEDICARE_HIGHCOST_201603,f3s3,2016-07-14,2016-07-14,344,0.34,0
MEDICARE_HIGHCOST_201604,f3s3,2016-07-14,2016-07-14,456,0.45,0
MEDICARE_HOSPICE_CLM,d1p3,2014-04-04,2014-04-04,192,0.19,0
MEDICARE_ICA,d1p3,2015-08-14,2015-08-14,55448,54.15,0.053
MEDICARE_ICA_PROVIDER,d1p3,2015-08-12,2015-08-12,75048,73.29,0.072
MEDICARE_NOREADMIT_PROF,d1p3,2013-11-14,2013-11-14,464,0.45,0
MEDICARE_PROF,d1p3,2013-11-13,2013-11-13,48,0.05,0
MEDICARE_READMIT_PROF,d1p3,2013-11-11,2013-11-11,40,0.04,0
MEDICARE_SEG,d1p3,2016-03-30,2016-03-30,10608,10.36,0.01
MEDICARE_STARS_201105_201203_2,d1p3,2012-10-19,2012-10-19,623592,608.98,0.595
MEDICARE_STARS_MA_201105,d1p3,2012-10-19,2012-10-19,28792,28.12,0.027
MEDICARE_STARS_MA_201105_201203,d1p3,2012-10-19,2012-10-19,589224,575.41,0.562
MEDICARE_STARS_MA_201106,d1p3,2012-10-19,2012-10-19,28856,28.18,0.028
MEDICARE_STARS_MA_201108,d1p3,2012-10-19,2012-10-19,65368,63.84,0.062
MEDICARE_STARS_MA_201109,d1p3,2012-10-19,2012-10-19,65400,63.87,0.062
MEDICARE_STARS_MA_201110,d1p3,2012-10-19,2012-10-19,70824,69.16,0.068
MEDICARE_STARS_MA_201111,d1p3,2012-10-19,2012-10-19,79880,78.01,0.076
MEDICARE_STARS_MA_201112,d1p3,2012-10-19,2012-10-19,79624,77.76,0.076
MEDICARE_STARS_MA_201201,d1p3,2012-10-19,2012-10-19,74120,72.38,0.071
MEDICARE_STARS_MA_201202,d1p3,2012-10-19,2012-10-19,78936,77.09,0.075
MEDICARE_STARS_MA_201203,d1p3,2012-10-19,2012-10-19,21912,21.4,0.021
MEDISKY_INST_JULJUN12,e2a6,2013-04-21,2013-04-21,5301416,5177.16,5.056
MEDISKY_PROF_JULJUN12,e2a6,2013-04-21,2013-04-21,615128,600.71,0.587
MED_2012_2013_2014,d1p3,2015-04-02,2015-04-02,24,0.02,0
MED_2012_2013_2014_HMO,d1p3,2015-04-03,2015-04-03,16,0.02,0
MED_2012_2013_2014_PPO,d1p3,2015-04-03,2015-04-03,16,0.02,0
MEMBER_INF,f6n9,2014-05-01,2014-05-01,950888,928.6,0.907
MEMBER_INF2,f6n9,2014-05-02,2014-05-02,816320,797.19,0.779
MEMBER_INF3,f6n9,2014-05-01,2014-05-01,218408,213.29,0.208
MEMS_MA_2011,d1p3,2012-05-08,2012-05-08,568,0.55,0.001
MEMS_MEDICARE_2012,d1p3,2012-05-08,2012-05-08,880,0.86,0.001
MEM_MOS,f6n9,2013-06-20,2013-06-20,48,0.05,0
MMR_FINAL_MCR_DISBL_FLAG,e8yf,2014-07-23,2014-07-23,368,0.36,0
MOM_CNSRID,d1p3,2013-06-06,2013-06-06,3656,3.57,0.003
MONTH_CLAIMS_201410,d1p3,2015-02-25,2015-02-25,20168,19.7,0.019
MTM_IDS_5_POD,f3vc,2016-06-01,2016-06-01,24,0.02,0
MULTIPLE_GAPS_2015,d1p3,2016-03-23,2016-03-23,5080,4.96,0.005
MYBLUE,d1p3,2015-09-21,2015-09-21,56008,54.7,0.053
MYBLUE_PROF,d1p3,2015-09-24,2015-09-24,248,0.24,0
NCQA_3DIG_ICD9_2011_PROF,d1p3,2012-10-16,2012-10-16,2504720,2446.02,2.389
NCQA_CAD_DBT_TRIGGERS,d1p3,2014-03-26,2014-03-26,68168,66.57,0.065
NCQA_CAD_DIABREPORT_ENR,d1p3,2014-03-24,2014-03-24,1639352,1600.93,1.563
NCQA_CORECHRON,d1p3,2014-03-25,2014-03-25,1079688,1054.38,1.03
NCQA_HD_INB_CAD_DIAB,d1p3,2014-03-25,2014-03-25,46408,45.32,0.044
NCQA_HD_INB_CAD_DIAB_PROG,d1p3,2014-03-25,2014-03-25,50440,49.26,0.048
NCQA_HD_INB_MBRS_DEDUP,d1p3,2014-03-24,2014-03-24,8360,8.16,0.008
ND_ALL,d1p3,2015-01-23,2015-01-23,16,0.02,0
ND_ALL_NONENG,d1p3,2015-01-20,2015-01-20,16,0.02,0
ND_HCC_CTC,d1p3,2015-01-23,2015-01-23,40,0.04,0
ND_HCC_CTC_NONENG,d1p3,2015-01-20,2015-01-20,96,0.09,0
NEW_CH_PAIN_MBRS,f6n9,2013-06-20,2013-06-20,56,0.05,0
NEW_DIRECTIONS_DEC2014,d1p3,2015-01-13,2015-01-13,464,0.45,0
NEW_MBRS_INST_CLMS,f6n9,2013-06-20,2013-06-20,31240,30.51,0.03
NEW_MBRS_PROF_CLMS,f6n9,2013-06-20,2013-06-20,473032,461.95,0.451
NEW_MBRS_PROF_CLMS_SEANPRE,f6n9,2013-06-25,2013-06-25,632,0.62,0.001
NEW_MBRS_PROF_RX,f6n9,2013-06-14,2013-06-14,40,0.04,0
NEW_MBRS_RX_CLMS,f6n9,2013-06-20,2013-06-20,139304,136.04,0.133
NICU_DISC_DATE,d1p3,2013-04-25,2013-04-25,80,0.08,0
NICU_ELECTIVE_ADMISSIONS,d1p3,2013-05-01,2013-05-01,72,0.07,0
NICU_POP,d1p3,2013-04-10,2013-04-10,80,0.08,0
NICU_POP_FINAL_DATA,d1p3,2013-06-05,2013-06-05,104,0.1,0
